,Feature 1,Feature 2,Label,Cosine Similarity,Predicted Label
103,checkmark confirm tool applications,add more colour,different,0.086895712,different
3908,feedback menu entry overflow menu,pocket code,different,0.086589053,different
124,feedback menu entry overflow menu,add pen tool,different,0.086467206,different
5274,insert image catrobat media gallery,white worked,different,0.086266853,different
221,upload mapping jenkins release builds,air brush,different,0.086096659,different
3828,feedback menu entry overflow menu,pictures shots,different,0.085978538,different
3656,build paintroid pull requests catroid develop jenkins,paint bucket,different,0.085890502,different
2064,confirm tool application selecting tool,get bigger size,different,0.085884854,different
4049,copy paste symbols stamp tool selection application,reduces resolution,different,0.085799523,different
1907,reuse drawingsurface pipette activity,free and powerful,different,0.085745588,different
3147,upload mapping jenkins release builds,miss select,different,0.085744843,different
4074,auto crop icon,reflect chosen colour,different,0.085419498,different
2885,hide unhide layer,made reviews,different,0.084801726,different
3796,paste tool,picky guy,different,0.084162623,different
1333,copy paste symbols stamp tool selection application,do some quite,different,0.084128574,different
739,save load pocketpaint format,code games,different,0.083960786,different
738,save load pocketpaint format,code games,different,0.083960786,different
2300,hint change default settings tools,infinite painter,different,0.083914846,different
4739,checkmark confirm tool applications,specify canvas size,different,0.083852246,different
293,better compression research implementation,android developers,different,0.083791845,different
4340,checkmark confirm tool applications,save your favourite,different,0.083611444,different
3156,share feature,missing text insert,different,0.083516307,different
4528,save dialog,serious lags,different,0.083482683,different
4751,upload mapping jenkins release builds,specify canvas size,different,0.083179198,different
913,fastlane support huawei store,colour fill option,different,0.083172098,different
2899,fastlane support huawei store,made reviews,different,0.083145298,different
3160,auto crop icon,missing text insert,different,0.083075382,different
101,auto crop icon,add more colour,different,0.083000153,different
1461,share feature,drive insane,different,0.082927674,different
1870,checkmark confirm tool applications,free and many,different,0.082801037,different
4105,better compression research implementation,removes exif data,different,0.082793102,different
504,checkmark confirm tool applications,brush canvas,different,0.082771569,different
1228,export,dank prince,different,0.082580924,different
1876,center button transform tool,free and many,different,0.082529835,different
247,image file size editing,air canvas,different,0.082507849,different
1794,confirm tool application selecting tool,fills entire canvas,different,0.082437731,different
1435,feedback menu entry overflow menu,drawing tools like brush,different,0.082295328,different
2872,fastlane support huawei store,lowers resolution,different,0.081933618,different
1224,checkmark confirm tool applications,dank prince,different,0.081931032,different
4800,github crowdin integration,stop camera,different,0.081758194,different
583,auto crop icon,changed language,different,0.081747368,different
1623,feedback menu entry overflow menu,export my pictures,different,0.081739575,different
1339,fastlane support huawei store,do some quite,different,0.081729174,different
349,center button transform tool,applying transparency,different,0.081656054,different
3187,auto crop icon,more layers,different,0.081638604,different
2310,build paintroid pull requests catroid develop jenkins,infinite painter,different,0.081607297,different
111,github crowdin integration,add more colour,different,0.081468545,different
2870,confirm tool application selecting tool,lowers resolution,different,0.081461772,different
4519,hide unhide layer,serious lags,different,0.081194408,different
4441,hide unhide layer,see this drive,different,0.081079684,different
2866,copy paste symbols stamp tool selection application,lowers resolution,different,0.081007242,different
